movie,review,cleaned_review,sentiment,sentiment_label
obsession_2025,"I really liked this! I was shocked when I saw who the director was, having seen his sketches on YouTube. I thought the dark humor was funny, and the scary stuff was fun too! I would absolutely watch this again, and I would recommend it! It’s definitely one of the better movies I have seen, which I am surprised to say! Great story, acting was pretty good, and I was compelled by the whole thing",i really liked this i was shocked when i saw who the director was having seen his sketches on youtube i thought the dark humor was funny and the scary stuff was fun too i would absolutely watch this again and i would recommend it its definitely one of the better movies i have seen which i am surprised to say great story acting was pretty good and i was compelled by the whole thing,positive,1
obsession_2025,"Omg this movie it’s crazy….. like so good. Jump scares suspense, craziness terror. Omg traumatize!!!",omg this movie its crazy like so good jump scares suspense craziness terror omg traumatize,positive,1
obsession_2025,"Very good, I was sacred 🥺",very good i was sacred,positive,1
obsession_2025,Best horror movie I’ve ever watched in my life! Already seen it twice in theaters plan on a third time! Curry Baker did a great job with the storytelling of this movie. Inde Navarette deserves an Oscar for her performance as Nikki! Movie of the year! Every point in this movie had me on the edge of my seat. Love it!!!,best horror movie ive ever watched in my life already seen it twice in theaters plan on a third time curry baker did a great job with the storytelling of this movie inde navarette deserves an oscar for her performance as nikki movie of the year every point in this movie had me on the edge of my seat love it,positive,1
obsession_2025,Slow and very boring had its mom but don’t see what all the hype was,slow and very boring had its mom but dont see what all the hype was,negative,0
obsession_2025,I need a Refund because the movie was canceled,i need a refund because the movie was canceled,neutral,2
obsession_2025,Absolutely Magnificent I totally recommend to everyone what a masterpiece,absolutely magnificent i totally recommend to everyone what a masterpiece,positive,1
hokum,"It's like an amalgamation of the Shining, 1408 and Insidious. Decent movie, but nothing really exciting or noteworthy in my opinion. I like Adam Scott and the hotel atmosphere is ok, but just kind of slow and didn't hit the mark with me.",its like an amalgamation of the shining and insidious decent movie but nothing really exciting or noteworthy in my opinion i like adam scott and the hotel atmosphere is ok but just kind of slow and didnt hit the mark with me,positive,1
hokum,"Nowhere near as good as Oddity. It has style and atmosphere, but the story feels undercooked. Honestly, the film‑within‑the‑film that frames the whole thing seemed far more compelling — I found myself wishing that were the actual movie.",nowhere near as good as oddity it has style and atmosphere but the story feels undercooked honestly the filmwithinthefilm that frames the whole thing seemed far more compelling i found myself wishing that were the actual movie,positive,1
hokum,"A good movie for afternoon TV. I have zero clue why it has such specifically high ratings. Honestly it's probably because of the cast. Nothing wrong with it, but it was literally just one of those b grade movies you would watch on a day off school. There is something wrong /corrupt about this website. The ratings are falsely high. Genre... Its suspense, not really horror.",a good movie for afternoon tv i have zero clue why it has such specifically high ratings honestly its probably because of the cast nothing wrong with it but it was literally just one of those b grade movies you would watch on a day off school there is something wrong corrupt about this website the ratings are falsely high genre its suspense not really horror,positive,1
hokum,"Hokum is an atmospheric horror/mystery with a great, fail-proof setting - an old haunted hotel around Halloween. Even a marginal story or execution is likely to do ok with that Shining/1408 backdrop. Unfortunately, that’s what we get with Hokum. This is the third horror/mystery by the director of Caveat and Oddity, and I feel both of those films are superior to Hokum. Part of the problem is how unlikable the main character is. Much like in The Shining and 1408, he’s a troubled writer who drinks and must confront his past and his demons at the hotel. But the mystery of what happens to the missing girl isn’t all that mysterious, and has little or nothing to do with him. Great movies stay with you and leave you thinking about the meaning or how they end. After Hokum I could barely remember how it ended or why the hotel was haunted at all. Maybe I need a second viewing. But both Caveat and Oddity had a more focused story, with better characters.",hokum is an atmospheric horrormystery with a great failproof setting an old haunted hotel around halloween even a marginal story or execution is likely to do ok with that shining backdrop unfortunately thats what we get with hokum this is the third horrormystery by the director of caveat and oddity and i feel both of those films are superior to hokum part of the problem is how unlikable the main character is much like in the shining and hes a troubled writer who drinks and must confront his past and his demons at the hotel but the mystery of what happens to the missing girl isnt all that mysterious and has little or nothing to do with him great movies stay with you and leave you thinking about the meaning or how they end after hokum i could barely remember how it ended or why the hotel was haunted at all maybe i need a second viewing but both caveat and oddity had a more focused story with better characters,positive,1
hokum,"I've felt that this film is unfortunately overrated. It had great ingredients to make a great film, but I feel it falls short of its potential. The script and the editing in particular don't have the grace that a horror film needs to immerse you into its atmosphere.",ive felt that this film is unfortunately overrated it had great ingredients to make a great film but i feel it falls short of its potential the script and the editing in particular dont have the grace that a horror film needs to immerse you into its atmosphere,positive,1
hokum,"Supernatural thriller, with twists and turns that don't really go anywhere except predictable places. Jump scares and disturbing atmosphere (at times) save this from being a one star movie. The protagonist is a complete dick until the final act.",supernatural thriller with twists and turns that dont really go anywhere except predictable places jump scares and disturbing atmosphere at times save this from being a one star movie the protagonist is a complete dick until the final act,negative,0
hokum,It’s not a haunting movie. It’s a psychological drama with a splash of horror. Overrated and lacklustre.,its not a haunting movie its a psychological drama with a splash of horror overrated and lacklustre,neutral,2
hokum,"Hokum prides itself on its atmosphere, but lacks dimension, profound characters and design in the way its characters move through the world. They simply exist, moving in a videogame-like manner, as if controlled from outside and operating automatically. There is no intriguing element to make you care about them, particularly the empty and cynical protagonist. The haunted motif of one of the victims' voice recorders is a missed chance to create an appealing connection to the past. The second part of the film grabs your interest, but the mystery and horror quickly evaporate as there is no depth.",hokum prides itself on its atmosphere but lacks dimension profound characters and design in the way its characters move through the world they simply exist moving in a videogamelike manner as if controlled from outside and operating automatically there is no intriguing element to make you care about them particularly the empty and cynical protagonist the haunted motif of one of the victims voice recorders is a missed chance to create an appealing connection to the past the second part of the film grabs your interest but the mystery and horror quickly evaporate as there is no depth,negative,0
hokum,"Not bad, best screamer",not bad best screamer,positive,1
hokum,"After dropping the ball near the end of 2024's Oddity, Hokum solidifies McCarthy as a director with great technical expertise, in great need of a decent writer. While the film looks and sounds impressive, with moody sets and suspenseful camera angles, the script is so chunky and poorly stitched together that it borders on sophomoric, and the jump-scares never manage to be the least bit scary.",after dropping the ball near the end of s oddity hokum solidifies mccarthy as a director with great technical expertise in great need of a decent writer while the film looks and sounds impressive with moody sets and suspenseful camera angles the script is so chunky and poorly stitched together that it borders on sophomoric and the jumpscares never manage to be the least bit scary,positive,1
pressure_2026,It emphasized the immense gravity of decisions made where stakes were the lives of millions and the imminence of world order. Andrew Scott really depicts to life a stern professional meteorologist with absolute focus and dedication to his profession. The film did a great job showing a facade of the Allied forces preparing for D-Day.,it emphasized the immense gravity of decisions made where stakes were the lives of millions and the imminence of world order andrew scott really depicts to life a stern professional meteorologist with absolute focus and dedication to his profession the film did a great job showing a facade of the allied forces preparing for dday,positive,1
pressure_2026,As good as Imitation game,as good as imitation game,positive,1
pressure_2026,Slow starter but great finish.,slow starter but great finish,positive,1
pressure_2026,"Learned things I never knew about WW2, enjoyable movie.",learned things i never knew about ww enjoyable movie,positive,1
pressure_2026,Great story. Historically accurate. Excellent acting and direction. Thank you for entertaining me!,great story historically accurate excellent acting and direction thank you for entertaining me,positive,1
pressure_2026,"Brendan Fraser was incredible as Eisenhower. The film was very moving, intense and taught us something we didn’t know. This is a must see!",brendan fraser was incredible as eisenhower the film was very moving intense and taught us something we didnt know this is a must see,positive,1
pressure_2026,"Wow great acting, wonderful way to tell this story and I learned some things! Must see!",wow great acting wonderful way to tell this story and i learned some things must see,positive,1
pressure_2026,Great story and acting,great story and acting,positive,1
pressure_2026,Very well made movie,very well made movie,positive,1
pressure_2026,Great story with real emotion and historical context. Must see!,great story with real emotion and historical context must see,positive,1
star_wars_the_mandalorian_and_grogu,"Fun movie, I don’t know why people are hating on it so much. Just a fun time in the theatre. Ludwig’s movie score is incredible as well",fun movie i dont know why people are hating on it so much just a fun time in the theatre ludwigs movie score is incredible as well,positive,1
star_wars_the_mandalorian_and_grogu,"Nice mix of story telling,action, cuteness and comedy.",nice mix of story tellingaction cuteness and comedy,positive,1
star_wars_the_mandalorian_and_grogu,was ok they could done another more with the story. it was like watching 4 episodes in one sitting,was ok they could done another more with the story it was like watching episodes in one sitting,positive,1
star_wars_the_mandalorian_and_grogu,"Good action, solid graphics and good acting. Very entertaining. Lots of strange creatures and plants.",good action solid graphics and good acting very entertaining lots of strange creatures and plants,positive,1
star_wars_the_mandalorian_and_grogu,Grogu was very cute and the movie was good not great. We felt there were just too many fight scenes. Also some of the computer generated work was too obvious and not edited enough.,grogu was very cute and the movie was good not great we felt there were just too many fight scenes also some of the computer generated work was too obvious and not edited enough,positive,1
star_wars_the_mandalorian_and_grogu,It was a very good movie with tons of action and nice comic relief. The first half had much more good parts than the second half did.,it was a very good movie with tons of action and nice comic relief the first half had much more good parts than the second half did,positive,1
star_wars_the_mandalorian_and_grogu,"Unnecessary, the second half is boring. Great visuals, great first half. Atrocious acting",unnecessary the second half is boring great visuals great first half atrocious acting,negative,0
star_wars_the_mandalorian_and_grogu,"While I appreciate the fairly family friendly nature of the film, it had a terrible script and dialogue. What’s wrong with movie writing these days? And who talks about catching the bad guys in Star Wars? Lines just felt cheesy. I lost it with the huts rolling around on the ground. Disney somehow has messed up with Star Wars once again",while i appreciate the fairly family friendly nature of the film it had a terrible script and dialogue whats wrong with movie writing these days and who talks about catching the bad guys in star wars lines just felt cheesy i lost it with the huts rolling around on the ground disney somehow has messed up with star wars once again,negative,0
star_wars_the_mandalorian_and_grogu,"This movie is probably the best Star wars project I’ve seen since Rouge one a Star Wars story, Mandalordian and grogu has a lot of great action sequences and plenty of cute grogu moments but the movie feels like four episodes of the mandalordian stitched together and the story is forgettable but the action sequences are great especially the opening sequence with the at-at walker on the cliff and they were able to still have the mandalordian be one of the coolest characters in Star Wars and all of grogu’s scenes are very adorable overall mandalordian and grogu is a movie with awesome action sequences and cut moments but it’s held back by a forgettable story and it feeling like a long episode of the mandalordian 7/10",this movie is probably the best star wars project ive seen since rouge one a star wars story mandalordian and grogu has a lot of great action sequences and plenty of cute grogu moments but the movie feels like four episodes of the mandalordian stitched together and the story is forgettable but the action sequences are great especially the opening sequence with the atat walker on the cliff and they were able to still have the mandalordian be one of the coolest characters in star wars and all of grogus scenes are very adorable overall mandalordian and grogu is a movie with awesome action sequences and cut moments but its held back by a forgettable story and it feeling like a long episode of the mandalordian,positive,1
star_wars_the_mandalorian_and_grogu,"I loved everything about this film. Action and humour set in the Star Wars universe. The Huts were awesome villains and it was excellent to see more of their culture. Grogu continues to entertain and astound while The Mandalorian himself is just so cool, like Clint Eastwood cool. Pure entertainment at its finest.",i loved everything about this film action and humour set in the star wars universe the huts were awesome villains and it was excellent to see more of their culture grogu continues to entertain and astound while the mandalorian himself is just so cool like clint eastwood cool pure entertainment at its finest,positive,1
project_hail_mary,Best movie of the year so far!!,best movie of the year so far,positive,1
project_hail_mary,"Project Hail Mary was everything I hoped for and more. In a time when so many sci-fi movies feel repetitive, this one delivered a genuinely unique story that kept me invested from start to finish. What surprised me most was how much heart the movie had. It’s not just about space, science, or saving the world—it’s about friendship, hope, and doing the right thing even when the odds seem impossible. The emotional moments felt earned, and by the end I found myself genuinely moved. The story is clever, engaging, and filled with a sense of wonder that reminded me why I love science fiction in the first place. Critics and audiences have praised its mix of heart, humor, and optimism, and I completely understand why. Many reviews describe it as a crowd-pleasing adventure with real emotion, and that’s exactly how it felt to me. This is the kind of movie that leaves you feeling good when the credits roll. Smart, emotional, funny, and unforgettable. Rating: 9/10",project hail mary was everything i hoped for and more in a time when so many scifi movies feel repetitive this one delivered a genuinely unique story that kept me invested from start to finish what surprised me most was how much heart the movie had its not just about space science or saving the worldits about friendship hope and doing the right thing even when the odds seem impossible the emotional moments felt earned and by the end i found myself genuinely moved the story is clever engaging and filled with a sense of wonder that reminded me why i love science fiction in the first place critics and audiences have praised its mix of heart humor and optimism and i completely understand why many reviews describe it as a crowdpleasing adventure with real emotion and thats exactly how it felt to me this is the kind of movie that leaves you feeling good when the credits roll smart emotional funny and unforgettable rating,positive,1
project_hail_mary,The blending of movie genres has gone too far.,the blending of movie genres has gone too far,positive,1
project_hail_mary,This has to be in my top 5 favorite movies. It was made perfectly.,this has to be in my top favorite movies it was made perfectly,positive,1
project_hail_mary,A more family friendly and happy version of interstellar genre movie Overall very wholesome and creative!!,a more family friendly and happy version of interstellar genre movie overall very wholesome and creative,positive,1
project_hail_mary,Easily the best film in 2026. I saw this film in IMAX. It was a great experience.,easily the best film in i saw this film in imax it was a great experience,positive,1
project_hail_mary,"I don't know why this got rave reviews. I was expecting something similar to The Martian (same author), but instead I got Airplane! in space. The jokes are terrible, they don't land, and they're not delivered well. There are too many of them- it's almost slapstick, especially in the first half of the movie. The ideas in the movie are really good- astrophage and all that. The premise is fun- one man to save the planet while sacrificing himself (not breaking new ground, but I'm here for it). Visually very nice. In Arrival, the method by which she learned to communicate with the aliens was a little contrived, but it was enough to suspend disbelief. Here, the alien learns an incredible English vocabulary (including slang) miraculously. We are shown how Grace learns the alien's language, but not how Rocky learns to understand English. I was kindof bored. The whole thing is mediocre at best and the tone is just wrong. I guess the bar is low for a blockbuster these days.",i dont know why this got rave reviews i was expecting something similar to the martian same author but instead i got airplane in space the jokes are terrible they dont land and theyre not delivered well there are too many of them its almost slapstick especially in the first half of the movie the ideas in the movie are really good astrophage and all that the premise is fun one man to save the planet while sacrificing himself not breaking new ground but im here for it visually very nice in arrival the method by which she learned to communicate with the aliens was a little contrived but it was enough to suspend disbelief here the alien learns an incredible english vocabulary including slang miraculously we are shown how grace learns the aliens language but not how rocky learns to understand english i was kindof bored the whole thing is mediocre at best and the tone is just wrong i guess the bar is low for a blockbuster these days,positive,1
project_hail_mary,"Truly terrible. A huge let down from Phil Lord and Christopher Miller. Impossible to get invested in the quip machines that are the characters in this film. It masquerades as a science fiction epic. In actuality, it is a weak buddy film set in space, with hilariously poor grounding in reality - a departure from the book, and the superbly directed The Martian. Very disappointed after hearing good things. Cannot recommend. Much better experiences of the same themes in the form of Arrival and Interstellar.",truly terrible a huge let down from phil lord and christopher miller impossible to get invested in the quip machines that are the characters in this film it masquerades as a science fiction epic in actuality it is a weak buddy film set in space with hilariously poor grounding in reality a departure from the book and the superbly directed the martian very disappointed after hearing good things cannot recommend much better experiences of the same themes in the form of arrival and interstellar,negative,0
project_hail_mary,"beautiful book, and they did a great job putting into a movie. i finished the book a day before watching and i STILL cried and witnessed all the tension it was amazing :))",beautiful book and they did a great job putting into a movie i finished the book a day before watching and i still cried and witnessed all the tension it was amazing,positive,1
project_hail_mary,"A very surprisingly entertaining movie I was well impressed with everything, Ryan played this role so good 10/10 I enjoyed every bit of this movie.",a very surprisingly entertaining movie i was well impressed with everything ryan played this role so good i enjoyed every bit of this movie,positive,1
the_amazing_digital_circus_the_last_act,The pacing was way too fast but it was understandable. Only criticism is Jaxs abstraction happening off screen.,the pacing was way too fast but it was understandable only criticism is jaxs abstraction happening off screen,positive,1
the_amazing_digital_circus_the_last_act,Amazing amazing life changing finale to my favorite show ever. Some of the pacing was a little fast but other than that it was fantastic.,amazing amazing life changing finale to my favorite show ever some of the pacing was a little fast but other than that it was fantastic,positive,1
the_amazing_digital_circus_the_last_act,Amazing!! Definitely worth seeing in theatre,amazing definitely worth seeing in theatre,positive,1
the_amazing_digital_circus_the_last_act,The first part is just the 8th episode while the rest made me feel,the first part is just the th episode while the rest made me feel,positive,1
the_amazing_digital_circus_the_last_act,I kept up with the show and wached it with people and some of them havent kept up with the show and we were all emotionally moved we all loved it,i kept up with the show and wached it with people and some of them havent kept up with the show and we were all emotionally moved we all loved it,positive,1
the_amazing_digital_circus_the_last_act,"Great animation, Good music, bad dialogue, garbage ending, and abysmal writing. That is all I have to say about this finale.",great animation good music bad dialogue garbage ending and abysmal writing that is all i have to say about this finale,positive,1
the_amazing_digital_circus_the_last_act,Loved getting to see something unique and animated in theaters! I really hope more indie projects like this get put on the big screen to enjoy!,loved getting to see something unique and animated in theaters i really hope more indie projects like this get put on the big screen to enjoy,positive,1
the_amazing_digital_circus_the_last_act,"Amazing movie, will wait for it's youtube release. The theatre experience wasn't good, it seems a lot of the fans don't know how to act in a movie :/",amazing movie will wait for its youtube release the theatre experience wasnt good it seems a lot of the fans dont know how to act in a movie,positive,1
the_amazing_digital_circus_the_last_act,It was the finale of Tadc and the last we would see about it.,it was the finale of tadc and the last we would see about it,neutral,2
the_amazing_digital_circus_the_last_act,"Amazing movie, good ending, character development, did better than scary movie",amazing movie good ending character development did better than scary movie,positive,1
office_romance,"Really liked it. It's a no brainer, loved all the characters. Ok it formulaic, but still fun",really liked it its a no brainer loved all the characters ok it formulaic but still fun,positive,1
office_romance,Most awful movie turned off by like minute 10,most awful movie turned off by like minute,negative,0
office_romance,"This film made me so sad. I had low expectations after reading reviews, but it was even worse than I feared. I’m a huge fan of Brett Goldstein as an actor and writer, and I know he can play a great romantic lead, but not here. All of You was just brilliant and heartbreaking, and I watched it at least 5 times. I found it hard to reconcile that Office Romance came from the same source. What a cringeworthy script and giant waste of talent, from the leads to the supporting cast (Amy Sedaris and Betty Gilpin tried valiantly but couldn’t rescue this mess). It was lame and crude and lacked any suspense and was just wretched from start to finish.",this film made me so sad i had low expectations after reading reviews but it was even worse than i feared im a huge fan of brett goldstein as an actor and writer and i know he can play a great romantic lead but not here all of you was just brilliant and heartbreaking and i watched it at least times i found it hard to reconcile that office romance came from the same source what a cringeworthy script and giant waste of talent from the leads to the supporting cast amy sedaris and betty gilpin tried valiantly but couldnt rescue this mess it was lame and crude and lacked any suspense and was just wretched from start to finish,negative,0
office_romance,Followed the formula of old school romance… but plot and character chemistry was non existent..effort was there but didn’t feel authentic and Jeffifer Lopez loves herself too much to be relatable,followed the formula of old school romance but plot and character chemistry was non existenteffort was there but didnt feel authentic and jeffifer lopez loves herself too much to be relatable,positive,1
office_romance,"Oof. I'm pretty sure Ted Lasso would have asked all of you to take a lap. Please leave bad slapstick, horrible writing and fake chemistry to AI.",oof im pretty sure ted lasso would have asked all of you to take a lap please leave bad slapstick horrible writing and fake chemistry to ai,negative,0
